Provinsi;Komoditas;Tahun;Luas Panen;Produksi;KMeans;KMeans Label;Prediksi Produksi
MALUKU;Ubi Kayu;1997;34162;404885;0;Rendah;543949,4298
MALUKU;Ubi Kayu;1998;24098;272224;0;Rendah;368851,7797
MALUKU;Ubi Kayu;1999;33279;368020;0;Rendah;528586,6292
MALUKU;Ubi Kayu;2000;27803;312081;0;Rendah;433312,9078
MALUKU;Ubi Kayu;2001;28404;335572;0;Rendah;443769,3553
MALUKU;Ubi Kayu;2002;13605;161167;0;Rendah;186290,2094
MALUKU;Ubi Kayu;2003;6998;83716;0;Rendah;71338,88042
MALUKU;Ubi Kayu;2004;7271;91351;0;Rendah;76088,64776
MALUKU;Ubi Kayu;2005;7517;94995;0;Rendah;80368,65789
MALUKU;Ubi Kayu;2006;8126;103260;0;Rendah;90964,29272
MALUKU;Ubi Kayu;2007;8318;105761;0;Rendah;94304,78843
MALUKU;Ubi Kayu;2008;8397;107214;0;Rendah;95679,26323
MALUKU;Ubi Kayu;2009;8815;124442;0;Rendah;102951,8008
MALUKU;Ubi Kayu;2010;9227;144407;0;Rendah;110119,9478
MALUKU;Ubi Kayu;2011;7040;125763;0;Rendah;72069,61385
MALUKU;Ubi Kayu;2012;6243;119545;0;Rendah;58203,07697
MALUKU;Ubi Kayu;2013;4794;97813;0;Rendah;32992,77341
MALUKU;Ubi Kayu;2014;5013;97959;0;Rendah;36803,02633
MALUKU;Ubi Kayu;2015;4842;134661;0;Rendah;33827,89733
MALUKU UTARA;Ubi Kayu;1993;0;0;0;Rendah;-50415,22887
MALUKU UTARA;Ubi Kayu;1994;0;0;0;Rendah;-50415,22887
MALUKU UTARA;Ubi Kayu;1995;0;0;0;Rendah;-50415,22887
MALUKU UTARA;Ubi Kayu;1996;0;0;0;Rendah;-50415,22887
MALUKU UTARA;Ubi Kayu;1997;0;0;0;Rendah;-50415,22887
MALUKU UTARA;Ubi Kayu;1998;0;0;0;Rendah;-50415,22887
MALUKU UTARA;Ubi Kayu;1999;0;0;0;Rendah;-50415,22887
MALUKU UTARA;Ubi Kayu;2000;0;0;0;Rendah;-50415,22887
MALUKU UTARA;Ubi Kayu;2001;0;0;0;Rendah;-50415,22887
MALUKU UTARA;Ubi Kayu;2002;0;0;0;Rendah;-50415,22887
MALUKU UTARA;Ubi Kayu;2003;8585;103297;0;Rendah;98950,16528
MALUKU UTARA;Ubi Kayu;2004;11937;144313;0;Rendah;157269,6529
MALUKU UTARA;Ubi Kayu;2005;11785;142680;0;Rendah;154625,0938
MALUKU UTARA;Ubi Kayu;2006;10237;123833;0;Rendah;127692,3471
MALUKU UTARA;Ubi Kayu;2007;9781;118354;0;Rendah;119758,6698
MALUKU UTARA;Ubi Kayu;2008;9665;116838;0;Rendah;117740,4536
MALUKU UTARA;Ubi Kayu;2009;8806;106443;0;Rendah;102795,215
MALUKU UTARA;Ubi Kayu;2010;9011;109033;0;Rendah;106361,8901
MALUKU UTARA;Ubi Kayu;2011;9550;115940;0;Rendah;115739,6359
MALUKU UTARA;Ubi Kayu;2012;9407;116515;0;Rendah;113251,6625
MALUKU UTARA;Ubi Kayu;2013;9284;119799;0;Rendah;111111,6575
MALUKU UTARA;Ubi Kayu;2014;7618;147917;0;Rendah;82125,89782
MALUKU UTARA;Ubi Kayu;2015;5556;120283;0;Rendah;46250,36576
NUSA TENGGARA BARAT;Ubi Kayu;1993;11203;124464;0;Rendah;144499,2162
NUSA TENGGARA BARAT;Ubi Kayu;1994;9906;108191;0;Rendah;121933,4717
NUSA TENGGARA BARAT;Ubi Kayu;1995;10102;111553;0;Rendah;125343,5611
NUSA TENGGARA BARAT;Ubi Kayu;1996;11744;130347;0;Rendah;153911,7588
NUSA TENGGARA BARAT;Ubi Kayu;1997;10695;118968;0;Rendah;135660,8213
NUSA TENGGARA BARAT;Ubi Kayu;1998;10214;113933;0;Rendah;127292,1836
NUSA TENGGARA BARAT;Ubi Kayu;1999;9112;101633;0;Rendah;108119,1301
NUSA TENGGARA BARAT;Ubi Kayu;2000;8802;99486;0;Rendah;102725,6214
NUSA TENGGARA BARAT;Ubi Kayu;2001;8649;96974;0;Rendah;100063,6638
NUSA TENGGARA BARAT;Ubi Kayu;2002;7798;87913;0;Rendah;85257,61255
NUSA TENGGARA BARAT;Ubi Kayu;2003;7834;88568;0;Rendah;85883,95549
NUSA TENGGARA BARAT;Ubi Kayu;2004;7674;88030;0;Rendah;83100,20907
NUSA TENGGARA BARAT;Ubi Kayu;2005;8053;92991;0;Rendah;89694,20841
NUSA TENGGARA BARAT;Ubi Kayu;2006;7482;87041;0;Rendah;79759,71336
NUSA TENGGARA BARAT;Ubi Kayu;2007;7510;88527;0;Rendah;80246,86898
NUSA TENGGARA BARAT;Ubi Kayu;2008;5688;68386;0;Rendah;48546,95656
NUSA TENGGARA BARAT;Ubi Kayu;2009;6514;85062;0;Rendah;62918,04748
NUSA TENGGARA BARAT;Ubi Kayu;2010;5352;70606;0;Rendah;42701,08906
NUSA TENGGARA BARAT;Ubi Kayu;2011;5167;75367;0;Rendah;39482,38226
NUSA TENGGARA BARAT;Ubi Kayu;2012;5979;79472;0;Rendah;53609,89537
NUSA TENGGARA BARAT;Ubi Kayu;2013;3866;59085;0;Rendah;16847,04414
NUSA TENGGARA BARAT;Ubi Kayu;2014;4706;92643;0;Rendah;31461,71287
NUSA TENGGARA BARAT;Ubi Kayu;2015;5030;107254;0;Rendah;37098,79938
NUSA TENGGARA TIMUR;Ubi Kayu;1993;68677;698873;0;Rendah;1144455,729
NUSA TENGGARA TIMUR;Ubi Kayu;1994;79112;803043;0;Rendah;1326008,191
NUSA TENGGARA TIMUR;Ubi Kayu;1995;81561;830240;0;Rendah;1368616,91
NUSA TENGGARA TIMUR;Ubi Kayu;1996;93720;849606;0;Rendah;1580164,24
NUSA TENGGARA TIMUR;Ubi Kayu;1997;96050;922383;0;Rendah;1620702,547
NUSA TENGGARA TIMUR;Ubi Kayu;1998;72847;689373;0;Rendah;1217007,12
NUSA TENGGARA TIMUR;Ubi Kayu;1999;81296;822326;0;Rendah;1364006,33
NUSA TENGGARA TIMUR;Ubi Kayu;2000;83889;836056;0;Rendah;1409120,42
NUSA TENGGARA TIMUR;Ubi Kayu;2001;76283;778423;0;Rendah;1276788,075
NUSA TENGGARA TIMUR;Ubi Kayu;2002;80765;870157;0;Rendah;1354767,772
NUSA TENGGARA TIMUR;Ubi Kayu;2003;80330;861620;0;Rendah;1347199,461
NUSA TENGGARA TIMUR;Ubi Kayu;2004;99498;1041279;0;Rendah;1680692,283
NUSA TENGGARA TIMUR;Ubi Kayu;2005;86464;891783;0;Rendah;1453921,34
NUSA TENGGARA TIMUR;Ubi Kayu;2006;89591;938010;0;Rendah;1508326,184
NUSA TENGGARA TIMUR;Ubi Kayu;2007;76247;794121;0;Rendah;1276161,732
NUSA TENGGARA TIMUR;Ubi Kayu;2008;87906;928974;0;Rendah;1479009,854
NUSA TENGGARA TIMUR;Ubi Kayu;2009;89154;913053;0;Rendah;1500723,076
NUSA TENGGARA TIMUR;Ubi Kayu;2010;102460;1032538;0;Rendah;1732226,388
NUSA TENGGARA TIMUR;Ubi Kayu;2011;96705;962128;0;Rendah;1632098,509
NUSA TENGGARA TIMUR;Ubi Kayu;2012;89282;892145;0;Rendah;1502950,073
NUSA TENGGARA TIMUR;Ubi Kayu;2013;79164;811166;0;Rendah;1326912,909
NUSA TENGGARA TIMUR;Ubi Kayu;2014;63836;677577;0;Rendah;1060230,001
NUSA TENGGARA TIMUR;Ubi Kayu;2015;60557;637315;0;Rendah;1003180,598
PAPUA;Ubi Kayu;1993;4148;39595;0;Rendah;21753,39721
PAPUA;Ubi Kayu;1994;3415;27787;0;Rendah;9000,3589
PAPUA;Ubi Kayu;1995;3739;37614;0;Rendah;14637,44541
PAPUA;Ubi Kayu;1996;4166;39179;0;Rendah;22066,56869
PAPUA;Ubi Kayu;1997;3993;40593;0;Rendah;19056,64286
PAPUA;Ubi Kayu;1998;4211;44015;0;Rendah;22849,49737
PAPUA;Ubi Kayu;1999;4650;49723;0;Rendah;30487,40162
PAPUA;Ubi Kayu;2000;4467;47660;0;Rendah;27303,49165
PAPUA;Ubi Kayu;2001;5471;58200;0;Rendah;44771,50047
PAPUA;Ubi Kayu;2002;4082;47140;0;Rendah;20605,10181
PAPUA;Ubi Kayu;2003;3665;40927;0;Rendah;13349,96269
PAPUA;Ubi Kayu;2004;4349;48150;0;Rendah;25250,47866
PAPUA;Ubi Kayu;2005;3059;33959;0;Rendah;2806,523103
PAPUA;Ubi Kayu;2006;3337;37825;0;Rendah;7643,282517
PAPUA;Ubi Kayu;2007;2987;34450;0;Rendah;1553,837211
PAPUA;Ubi Kayu;2008;3032;35100;0;Rendah;2336,765894
PAPUA;Ubi Kayu;2009;3046;36500;0;Rendah;2580,343706
PAPUA;Ubi Kayu;2010;2988;35531;0;Rendah;1571,235627
PAPUA;Ubi Kayu;2011;2867;34899;0;Rendah;-533,9726077
PAPUA;Ubi Kayu;2012;3020;36679;0;Rendah;2127,984912
PAPUA;Ubi Kayu;2013;3171;38901;0;Rendah;4755,145601
PAPUA;Ubi Kayu;2014;3729;45512;0;Rendah;14463,46126
PAPUA;Ubi Kayu;2015;3822;46388;0;Rendah;16081,51387
PAPUA BARAT;Ubi Kayu;1993;0;0;0;Rendah;-50415,22887
PAPUA BARAT;Ubi Kayu;1994;0;0;0;Rendah;-50415,22887
PAPUA BARAT;Ubi Kayu;1995;0;0;0;Rendah;-50415,22887
PAPUA BARAT;Ubi Kayu;1996;0;0;0;Rendah;-50415,22887
PAPUA BARAT;Ubi Kayu;1997;0;0;0;Rendah;-50415,22887
PAPUA BARAT;Ubi Kayu;1998;0;0;0;Rendah;-50415,22887
PAPUA BARAT;Ubi Kayu;1999;0;0;0;Rendah;-50415,22887
PAPUA BARAT;Ubi Kayu;2000;0;0;0;Rendah;-50415,22887
PAPUA BARAT;Ubi Kayu;2001;0;0;0;Rendah;-50415,22887
PAPUA BARAT;Ubi Kayu;2002;0;0;0;Rendah;-50415,22887
PAPUA BARAT;Ubi Kayu;2003;0;0;0;Rendah;-50415,22887
PAPUA BARAT;Ubi Kayu;2004;0;0;0;Rendah;-50415,22887
PAPUA BARAT;Ubi Kayu;2005;2336;25897;0;Rendah;-9772,531058
PAPUA BARAT;Ubi Kayu;2006;1956;21838;0;Rendah;-16383,92882
PAPUA BARAT;Ubi Kayu;2007;1615;17834;0;Rendah;-22316,78839
PAPUA BARAT;Ubi Kayu;2008;2052;23072;0;Rendah;-14713,68096
PAPUA BARAT;Ubi Kayu;2009;1105;12228;0;Rendah;-31189,98012
PAPUA BARAT;Ubi Kayu;2010;2369;25113;0;Rendah;-9198,383357
PAPUA BARAT;Ubi Kayu;2011;1744;20440;0;Rendah;-20072,39283
PAPUA BARAT;Ubi Kayu;2012;844;9747;0;Rendah;-35730,96648
PAPUA BARAT;Ubi Kayu;2013;1082;12219;0;Rendah;-31590,14367
PAPUA BARAT;Ubi Kayu;2014;992;11169;0;Rendah;-33156,00103
PAPUA BARAT;Ubi Kayu;2015;987;11181;0;Rendah;-33242,99311
RIAU;Ubi Kayu;1993;7275;81593;0;Rendah;76158,24142
RIAU;Ubi Kayu;1994;7745;77885;0;Rendah;84335,49654
RIAU;Ubi Kayu;1995;5717;60015;0;Rendah;49051,5106
RIAU;Ubi Kayu;1996;6167;63254;0;Rendah;56880,79742
RIAU;Ubi Kayu;1997;6154;64151;0;Rendah;56654,61802
RIAU;Ubi Kayu;1998;6941;71892;0;Rendah;70347,17075
RIAU;Ubi Kayu;1999;7724;82437;0;Rendah;83970,12982
RIAU;Ubi Kayu;2000;6665;69722;0;Rendah;65545,20817
RIAU;Ubi Kayu;2001;5077;55822;0;Rendah;37916,5249
RIAU;Ubi Kayu;2002;5328;56547;0;Rendah;42283,5271
RIAU;Ubi Kayu;2003;4850;51487;0;Rendah;33967,08465
RIAU;Ubi Kayu;2004;4445;47922;0;Rendah;26920,72651
RIAU;Ubi Kayu;2005;3891;41668;0;Rendah;17282,00452
RIAU;Ubi Kayu;2006;4410;47586;0;Rendah;26311,78198
RIAU;Ubi Kayu;2007;4718;51784;0;Rendah;31670,49385
RIAU;Ubi Kayu;2008;4625;50772;0;Rendah;30052,44124
RIAU;Ubi Kayu;2009;4379;68046;0;Rendah;25772,43111
RIAU;Ubi Kayu;2010;4237;75904;0;Rendah;23301,85616
RIAU;Ubi Kayu;2011;4144;79480;0;Rendah;21683,80355
RIAU;Ubi Kayu;2012;3642;88577;0;Rendah;12949,79914
RIAU;Ubi Kayu;2013;3863;103070;0;Rendah;16794,84889
RIAU;Ubi Kayu;2014;4038;117287;0;Rendah;19839,57154
RIAU;Ubi Kayu;2015;3578;103599;0;Rendah;11836,30057
SULAWESI BARAT;Ubi Kayu;1993;0;0;0;Rendah;-50415,22887
SULAWESI BARAT;Ubi Kayu;1994;0;0;0;Rendah;-50415,22887
SULAWESI BARAT;Ubi Kayu;1995;0;0;0;Rendah;-50415,22887
SULAWESI BARAT;Ubi Kayu;1996;0;0;0;Rendah;-50415,22887
SULAWESI BARAT;Ubi Kayu;1997;0;0;0;Rendah;-50415,22887
SULAWESI BARAT;Ubi Kayu;1998;0;0;0;Rendah;-50415,22887
SULAWESI BARAT;Ubi Kayu;1999;0;0;0;Rendah;-50415,22887
SULAWESI BARAT;Ubi Kayu;2000;0;0;0;Rendah;-50415,22887
SULAWESI BARAT;Ubi Kayu;2001;0;0;0;Rendah;-50415,22887
SULAWESI BARAT;Ubi Kayu;2002;0;0;0;Rendah;-50415,22887
SULAWESI BARAT;Ubi Kayu;2003;0;0;0;Rendah;-50415,22887
SULAWESI BARAT;Ubi Kayu;2004;0;0;0;Rendah;-50415,22887
SULAWESI BARAT;Ubi Kayu;2005;3753;56717;0;Rendah;14881,02322
SULAWESI BARAT;Ubi Kayu;2006;3073;40413;0;Rendah;3050,100915
SULAWESI BARAT;Ubi Kayu;2007;3309;45921;0;Rendah;7156,126893
SULAWESI BARAT;Ubi Kayu;2008;3902;54809;0;Rendah;17473,38708
SULAWESI BARAT;Ubi Kayu;2009;2852;47781;0;Rendah;-794,9488351
SULAWESI BARAT;Ubi Kayu;2010;2735;46368;0;Rendah;-2830,563409
SULAWESI BARAT;Ubi Kayu;2011;2881;47670;0;Rendah;-290,3947955
SULAWESI BARAT;Ubi Kayu;2012;2598;48265;0;Rendah;-5214,146286
SULAWESI BARAT;Ubi Kayu;2013;2085;52972;0;Rendah;-14139,53326
SULAWESI BARAT;Ubi Kayu;2014;1420;29902;0;Rendah;-25709,47934
SULAWESI BARAT;Ubi Kayu;2015;1109;24984;0;Rendah;-31120,38646
SULAWESI SELATAN;Ubi Kayu;1993;55790;635735;0;Rendah;920242,3529
SULAWESI SELATAN;Ubi Kayu;1994;51632;557746;0;Rendah;847899,7427
SULAWESI SELATAN;Ubi Kayu;1995;56101;604751;0;Rendah;925653,26
SULAWESI SELATAN;Ubi Kayu;1996;62437;681256;0;Rendah;1035889,618
SULAWESI SELATAN;Ubi Kayu;1997;57384;625824;0;Rendah;947975,4267
SULAWESI SELATAN;Ubi Kayu;1998;50203;540739;0;Rendah;823037,4074
SULAWESI SELATAN;Ubi Kayu;1999;47634;511656;0;Rendah;778340,8789
SULAWESI SELATAN;Ubi Kayu;2000;45373;492323;0;Rendah;739003,0622
SULAWESI SELATAN;Ubi Kayu;2001;40672;460921;0;Rendah;657213,1125
SULAWESI SELATAN;Ubi Kayu;2002;40725;543443;0;Rendah;658135,2285
SULAWESI SELATAN;Ubi Kayu;2003;40808;590717;0;Rendah;659579,297
SULAWESI SELATAN;Ubi Kayu;2004;33474;586350;0;Rendah;531979,3202
SULAWESI SELATAN;Ubi Kayu;2005;27568;464435;0;Rendah;429224,2803
SULAWESI SELATAN;Ubi Kayu;2006;32852;567749;0;Rendah;521157,506
SULAWESI SELATAN;Ubi Kayu;2007;31026;514277;0;Rendah;489387,9999
SULAWESI SELATAN;Ubi Kayu;2008;29796;504198;0;Rendah;467987,9492
SULAWESI SELATAN;Ubi Kayu;2009;26944;434862;0;Rendah;418367,6692
SULAWESI SELATAN;Ubi Kayu;2010;25010;601437;0;Rendah;384719,1343
SULAWESI SELATAN;Ubi Kayu;2011;20268;370125;0;Rendah;302215,8496
SULAWESI SELATAN;Ubi Kayu;2012;31454;682995;0;Rendah;496834,5216
SULAWESI SELATAN;Ubi Kayu;2013;24720;433399;0;Rendah;379673,5939
SULAWESI SELATAN;Ubi Kayu;2014;22083;478486;0;Rendah;333793,9731
SULAWESI SELATAN;Ubi Kayu;2015;26783;565958;0;Rendah;415566,5244
SULAWESI TENGAH;Ubi Kayu;1993;9170;97497;0;Rendah;109128,2381
SULAWESI TENGAH;Ubi Kayu;1994;15284;116973;0;Rendah;215502,1484
SULAWESI TENGAH;Ubi Kayu;1995;8345;70178;0;Rendah;94774,54564
SULAWESI TENGAH;Ubi Kayu;1996;7645;58922;0;Rendah;82595,65503
SULAWESI TENGAH;Ubi Kayu;1997;6686;56921;0;Rendah;65910,57489
SULAWESI TENGAH;Ubi Kayu;1998;6979;62636;0;Rendah;71008,31053
SULAWESI TENGAH;Ubi Kayu;1999;6101;57478;0;Rendah;55732,50202
SULAWESI TENGAH;Ubi Kayu;2000;4671;43805;0;Rendah;30852,76834
SULAWESI TENGAH;Ubi Kayu;2001;4486;49785;0;Rendah;27634,06154
SULAWESI TENGAH;Ubi Kayu;2002;6389;69494;0;Rendah;60743,24559
SULAWESI TENGAH;Ubi Kayu;2003;4028;50052;0;Rendah;19665,58739
SULAWESI TENGAH;Ubi Kayu;2004;3534;45106;0;Rendah;11070,7703
SULAWESI TENGAH;Ubi Kayu;2005;3597;48256;0;Rendah;12166,87046
SULAWESI TENGAH;Ubi Kayu;2006;3762;52791;0;Rendah;15037,60896
SULAWESI TENGAH;Ubi Kayu;2007;4609;70858;0;Rendah;29774,0666
SULAWESI TENGAH;Ubi Kayu;2008;4180;70181;0;Rendah;22310,1465
SULAWESI TENGAH;Ubi Kayu;2009;4422;82294;0;Rendah;26520,56297
SULAWESI TENGAH;Ubi Kayu;2010;3872;74128;0;Rendah;16951,43463
SULAWESI TENGAH;Ubi Kayu;2011;4198;83139;0;Rendah;22623,31797
SULAWESI TENGAH;Ubi Kayu;2012;4702;93642;0;Rendah;31392,11921
SULAWESI TENGAH;Ubi Kayu;2013;4844;100950;0;Rendah;33862,69416
SULAWESI TENGAH;Ubi Kayu;2014;4074;84688;0;Rendah;20465,91449
SULAWESI TENGAH;Ubi Kayu;2015;2231;47295;0;Rendah;-11599,36465
SULAWESI TENGGARA;Ubi Kayu;1993;19698;220739;0;Rendah;292298,753
SULAWESI TENGGARA;Ubi Kayu;1994;15592;172266;0;Rendah;220860,8603
SULAWESI TENGGARA;Ubi Kayu;1995;15429;177828;0;Rendah;218024,9186
SULAWESI TENGGARA;Ubi Kayu;1996;13399;169299;0;Rendah;182706,1359
SULAWESI TENGGARA;Ubi Kayu;1997;14977;183813;0;Rendah;210160,835
SULAWESI TENGGARA;Ubi Kayu;1998;13859;169272;0;Rendah;190709,4068
SULAWESI TENGGARA;Ubi Kayu;1999;18349;207696;0;Rendah;268828,2909
SULAWESI TENGGARA;Ubi Kayu;2000;18023;203222;0;Rendah;263156,4076
SULAWESI TENGGARA;Ubi Kayu;2001;13430;152817;0;Rendah;183245,4867
SULAWESI TENGGARA;Ubi Kayu;2002;15293;181851;0;Rendah;215658,7342
SULAWESI TENGGARA;Ubi Kayu;2003;15174;210742;0;Rendah;213588,3228
SULAWESI TENGGARA;Ubi Kayu;2004;15569;263972;0;Rendah;220460,6968
SULAWESI TENGGARA;Ubi Kayu;2005;14820;256467;0;Rendah;207429,2838
SULAWESI TENGGARA;Ubi Kayu;2006;14825;238039;0;Rendah;207516,2759
SULAWESI TENGGARA;Ubi Kayu;2007;14933;239271;0;Rendah;209395,3047
SULAWESI TENGGARA;Ubi Kayu;2008;12190;217727;0;Rendah;161671,4519
SULAWESI TENGGARA;Ubi Kayu;2009;12353;226927;0;Rendah;164507,3936
SULAWESI TENGGARA;Ubi Kayu;2010;9556;163350;0;Rendah;115844,0264
SULAWESI TENGGARA;Ubi Kayu;2011;9130;164850;0;Rendah;108432,3015
SULAWESI TENGGARA;Ubi Kayu;2012;9093;175719;0;Rendah;107788,5602
SULAWESI TENGGARA;Ubi Kayu;2013;8974;180680;0;Rendah;105718,1488
SULAWESI TENGGARA;Ubi Kayu;2014;8420;175086;0;Rendah;96079,42678
SULAWESI TENGGARA;Ubi Kayu;2015;8398;175095;0;Rendah;95696,66164
SULAWESI UTARA;Ubi Kayu;1993;5926;64412;0;Rendah;52687,77937
SULAWESI UTARA;Ubi Kayu;1994;6046;66679;0;Rendah;54775,58919
SULAWESI UTARA;Ubi Kayu;1995;4745;50375;0;Rendah;32140,25106
SULAWESI UTARA;Ubi Kayu;1996;8888;92908;0;Rendah;104221,8851
SULAWESI UTARA;Ubi Kayu;1997;5314;53778;0;Rendah;42039,94929
SULAWESI UTARA;Ubi Kayu;1998;4579;45556;0;Rendah;29252,11415
SULAWESI UTARA;Ubi Kayu;1999;2930;29967;0;Rendah;562,1275474
SULAWESI UTARA;Ubi Kayu;2000;4879;50354;0;Rendah;34471,63869
SULAWESI UTARA;Ubi Kayu;2001;2575;26526;0;Rendah;-5614,309834
SULAWESI UTARA;Ubi Kayu;2002;3148;32130;0;Rendah;4354,982052
SULAWESI UTARA;Ubi Kayu;2003;3896;39944;0;Rendah;17368,99659
SULAWESI UTARA;Ubi Kayu;2004;5617;57314;0;Rendah;47311,66908
SULAWESI UTARA;Ubi Kayu;2005;6695;68463;0;Rendah;66067,16062
SULAWESI UTARA;Ubi Kayu;2006;6022;82416;0;Rendah;54358,02722
SULAWESI UTARA;Ubi Kayu;2007;5709;74406;0;Rendah;48912,32328
SULAWESI UTARA;Ubi Kayu;2008;6388;83656;0;Rendah;60725,84717
SULAWESI UTARA;Ubi Kayu;2009;5907;77206;0;Rendah;52357,20948
SULAWESI UTARA;Ubi Kayu;2010;6424;84084;0;Rendah;61352,19012
SULAWESI UTARA;Ubi Kayu;2011;5371;70147;0;Rendah;43031,65895
SULAWESI UTARA;Ubi Kayu;2012;4837;63187;0;Rendah;33740,90526
SULAWESI UTARA;Ubi Kayu;2013;4239;55207;0;Rendah;23336,65299
SULAWESI UTARA;Ubi Kayu;2014;3685;46553;0;Rendah;13697,93099
SULAWESI UTARA;Ubi Kayu;2015;3594;44123;0;Rendah;12114,67521
SUMATERA BARAT;Ubi Kayu;1993;8256;101471;0;Rendah;93226,08669
SUMATERA BARAT;Ubi Kayu;1994;7976;96118;0;Rendah;88354,53044
SUMATERA BARAT;Ubi Kayu;1995;6937;84796;0;Rendah;70277,57709
SUMATERA BARAT;Ubi Kayu;1996;8109;100714;0;Rendah;90668,51966
SUMATERA BARAT;Ubi Kayu;1997;7748;94681;0;Rendah;84387,69179
SUMATERA BARAT;Ubi Kayu;1998;7538;92084;0;Rendah;80734,0246
SUMATERA BARAT;Ubi Kayu;1999;8835;108111;0;Rendah;103299,7691
SUMATERA BARAT;Ubi Kayu;2000;7759;94769;0;Rendah;84579,07436
SUMATERA BARAT;Ubi Kayu;2001;6695;82207;0;Rendah;66067,16062
SUMATERA BARAT;Ubi Kayu;2002;8051;100657;0;Rendah;89659,41158
SUMATERA BARAT;Ubi Kayu;2003;10025;122689;0;Rendah;124003,8831
SUMATERA BARAT;Ubi Kayu;2004;8312;117437;0;Rendah;94200,39794
SUMATERA BARAT;Ubi Kayu;2005;7569;114199;0;Rendah;81273,37547
SUMATERA BARAT;Ubi Kayu;2006;7800;133095;0;Rendah;85292,40938
SUMATERA BARAT;Ubi Kayu;2007;6166;114551;0;Rendah;56863,39901
SUMATERA BARAT;Ubi Kayu;2008;5265;102285;0;Rendah;41187,42695
SUMATERA BARAT;Ubi Kayu;2009;5020;115492;0;Rendah;36924,81523
SUMATERA BARAT;Ubi Kayu;2010;5522;193188;0;Rendah;45658,81964
SUMATERA BARAT;Ubi Kayu;2011;5571;191946;0;Rendah;46511,34198
SUMATERA BARAT;Ubi Kayu;2012;5502;213647;0;Rendah;45310,85134
SUMATERA BARAT;Ubi Kayu;2013;5503;218830;0;Rendah;45328,24975
SUMATERA BARAT;Ubi Kayu;2014;5644;217962;0;Rendah;47781,42629
SUMATERA BARAT;Ubi Kayu;2015;5318;208386;0;Rendah;42109,54295
SUMATERA SELATAN;Ubi Kayu;1993;42900;523529;0;Rendah;695976,7815
SUMATERA SELATAN;Ubi Kayu;1994;32892;401780;0;Rendah;521853,4426
SUMATERA SELATAN;Ubi Kayu;1995;29312;325499;0;Rendah;459567,1163
SUMATERA SELATAN;Ubi Kayu;1996;35506;403063;0;Rendah;567332,8998
SUMATERA SELATAN;Ubi Kayu;1997;38965;436904;0;Rendah;627514,0178
SUMATERA SELATAN;Ubi Kayu;1998;44432;516946;0;Rendah;722631,1535
SUMATERA SELATAN;Ubi Kayu;1999;38620;422739;0;Rendah;621511,5646
SUMATERA SELATAN;Ubi Kayu;2000;29844;326766;0;Rendah;468823,0732
SUMATERA SELATAN;Ubi Kayu;2001;27875;323675;0;Rendah;434565,5937
SUMATERA SELATAN;Ubi Kayu;2002;23110;271049;0;Rendah;351662,1455
SUMATERA SELATAN;Ubi Kayu;2003;13894;158042;0;Rendah;191318,3514
SUMATERA SELATAN;Ubi Kayu;2004;19979;248844;0;Rendah;297187,7076
SUMATERA SELATAN;Ubi Kayu;2005;14432;179952;0;Rendah;200678,6987
SUMATERA SELATAN;Ubi Kayu;2006;17366;228321;0;Rendah;251725,6488
SUMATERA SELATAN;Ubi Kayu;2007;11153;150133;0;Rendah;143629,2954
SUMATERA SELATAN;Ubi Kayu;2008;13005;197150;0;Rendah;175851,1603
SUMATERA SELATAN;Ubi Kayu;2009;10844;166890;0;Rendah;138253,1851
SUMATERA SELATAN;Ubi Kayu;2010;10184;159929;0;Rendah;126770,2311
SUMATERA SELATAN;Ubi Kayu;2011;9792;159346;0;Rendah;119950,0524
SUMATERA SELATAN;Ubi Kayu;2012;8938;143565;0;Rendah;105091,8058
SUMATERA SELATAN;Ubi Kayu;2013;9397;165250;0;Rendah;113077,6784
SUMATERA SELATAN;Ubi Kayu;2014;10930;220014;0;Rendah;139749,4488
SUMATERA SELATAN;Ubi Kayu;2015;8801;217807;0;Rendah;102708,223
SUMATERA UTARA;Ubi Kayu;1993;29325;350446;0;Rendah;459793,2957
SUMATERA UTARA;Ubi Kayu;1994;37919;454693;0;Rendah;609315,2756
SUMATERA UTARA;Ubi Kayu;1995;31395;373350;0;Rendah;495808,0151
SUMATERA UTARA;Ubi Kayu;1996;35246;421460;0;Rendah;562809,3119
SUMATERA UTARA;Ubi Kayu;1997;37436;449026;0;Rendah;600911,8411
SUMATERA UTARA;Ubi Kayu;1998;40917;488149;0;Rendah;661475,7242
SUMATERA UTARA;Ubi Kayu;1999;41235;490601;0;Rendah;667008,4203
SUMATERA UTARA;Ubi Kayu;2000;40315;480128;0;Rendah;651001,8783
SUMATERA UTARA;Ubi Kayu;2001;41233;507519;0;Rendah;666973,6234
SUMATERA UTARA;Ubi Kayu;2002;36119;441819;0;Rendah;577998,1283
SUMATERA UTARA;Ubi Kayu;2003;33452;411990;0;Rendah;531596,5551
SUMATERA UTARA;Ubi Kayu;2004;37313;464960;0;Rendah;598771,836
SUMATERA UTARA;Ubi Kayu;2005;40717;509796;0;Rendah;657996,0412
SUMATERA UTARA;Ubi Kayu;2006;35996;452450;0;Rendah;575858,1232
SUMATERA UTARA;Ubi Kayu;2007;34812;438573;0;Rendah;555258,3997
SUMATERA UTARA;Ubi Kayu;2008;37941;736771;0;Rendah;609698,0407
